year_film,film,award_year,imdb_rating,rt_rating,rt_audience_score,rt_status,runtime_mins,content_rating,bafta_nom,bafta_win,sag_nom,sag_win,gg_nom,gg_win,oscar_winner,Oscarstat_totalnoms,Nom_DGA,Win_DGA,Genre_action,Genre_biography,Genre_crime,Genre_comedy,Genre_drama,Genre_horror,Genre_fantasy,Genre_sci-fi,Genre_mystery,Genre_music,Genre_romance,Genre_history,Genre_war,Genre_filmnoir,Genre_thriller,Genre_adventure,Genre_family,Genre_sport,Genre_western
2012,Argo,2013,7.7,96.0,90.0,certified-fresh,120,R,1,1,1,1,1,1,1,7,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,Les Misérables,2013,7.5,69.0,79.0,fresh,158,PG-13,0,0,1,0,1,1,0,8,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2012,Zero Dark Thirty,2013,7.4,92.0,80.0,certified-fresh,157,R,1,0,0,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012,Lincoln,2013,7.3,89.0,81.0,certified-fresh,150,PG-13,1,0,1,0,1,0,0,12,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Django Unchained,2013,8.4,87.0,91.0,certified-fresh,165,R,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,Beasts of the Southern Wild,2013,7.2,87.0,76.0,certified-fresh,93,PG-13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012,Amour,2013,7.9,93.0,82.0,certified-fresh,127,PG-13,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Nebraska,2014,7.7,91.0,83.0,certified-fresh,115,R,0,0,0,0,1,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,Dallas Buyers Club,2014,7.9,93.0,91.0,certified-fresh,117,R,0,0,1,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Philomena,2014,7.6,90.0,89.0,certified-fresh,98,PG-13,1,0,0,0,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Gravity,2014,7.7,96.0,80.0,certified-fresh,91,PG-13,1,0,0,0,1,0,0,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2013,Her,2014,8.0,95.0,82.0,certified-fresh,126,R,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2013,Captain Phillips,2014,7.8,93.0,89.0,certified-fresh,134,PG-13,1,0,0,0,1,0,0,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2013,The Wolf of Wall Street,2014,8.2,80.0,83.0,certified-fresh,180,R,0,0,0,0,1,0,0,5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,12 Years a Slave,2014,8.1,95.0,90.0,certified-fresh,134,R,1,1,1,0,1,1,1,9,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2013,American Hustle,2014,7.2,92.0,74.0,certified-fresh,138,R,1,0,1,1,1,1,0,10,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,American Sniper,2015,7.3,72.0,84.0,certified-fresh,133,R,0,0,0,0,0,0,0,6,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,The Imitation Game,2015,8.0,89.0,91.0,certified-fresh,114,PG-13,1,0,1,0,1,0,0,8,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,Selma,2015,7.5,99.0,86.0,certified-fresh,128,PG-13,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014,The Grand Budapest Hotel,2015,8.1,91.0,86.0,certified-fresh,99,R,1,0,1,0,1,1,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,The Theory of Everything,2015,7.7,80.0,84.0,certified-fresh,123,PG-13,1,0,1,0,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2014,Birdman or (The Unexpected Virtue of Ignorance),2015,7.7,91.0,78.0,certified-fresh,119,R,1,0,1,1,1,0,1,9,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Whiplash,2015,8.5,94.0,94.0,certified-fresh,106,R,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,Boyhood,2015,7.9,97.0,81.0,certified-fresh,165,R,1,1,1,0,1,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,The Martian,2016,8.0,91.0,91.0,certified-fresh,144,PG-13,0,0,0,0,1,1,0,7,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,Mad Max: Fury Road,2016,8.1,97.0,85.0,certified-fresh,120,R,0,0,0,0,1,0,0,10,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2015,Spotlight,2016,8.1,97.0,93.0,certified-fresh,129,R,1,0,1,1,1,0,1,6,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,Room,2016,8.1,93.0,93.0,certified-fresh,118,R,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Bridge of Spies,2016,7.6,90.0,87.0,certified-fresh,142,PG-13,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2015,The Revenant,2016,8.0,78.0,84.0,certified-fresh,156,R,1,1,0,0,1,1,0,12,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,The Big Short,2016,7.8,88.0,88.0,certified-fresh,130,R,1,0,1,0,1,0,0,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,Brooklyn,2016,7.5,97.0,87.0,certified-fresh,117,PG-13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,Moonlight,2017,7.4,98.0,79.0,certified-fresh,111,R,1,0,1,0,1,1,1,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Lion,2017,8.0,84.0,91.0,certified-fresh,118,PG-13,0,0,0,0,1,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016,Hidden Figures,2017,7.8,92.0,94.0,certified-fresh,127,PG,0,0,1,1,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,Manchester by the Sea,2017,7.8,96.0,78.0,certified-fresh,137,R,1,0,1,0,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,La La Land,2017,8.0,91.0,81.0,certified-fresh,128,PG-13,1,1,0,0,1,1,0,14,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,Hell or High Water,2017,7.6,97.0,88.0,certified-fresh,102,R,0,0,0,0,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2016,Hacksaw Ridge,2017,8.1,84.0,91.0,certified-fresh,139,R,0,0,0,0,1,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016,Fences,2017,7.2,92.0,75.0,certified-fresh,139,PG-13,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Arrival,2017,7.9,94.0,82.0,certified-fresh,116,PG-13,1,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2017,Phantom Thread,2018,7.4,91.0,61.0,certified-fresh,130,R,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2017,Dunkirk,2018,7.8,92.0,81.0,certified-fresh,106,PG-13,1,0,0,0,1,0,0,8,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,The Shape of Water,2018,7.3,92.0,72.0,certified-fresh,123,R,1,0,0,0,1,0,1,13,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017,"Three Billboards outside Ebbing, Missouri",2018,8.1,90.0,87.0,certified-fresh,115,R,1,1,1,1,1,1,0,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,The Post,2018,7.2,88.0,73.0,certified-fresh,116,PG-13,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,Darkest Hour,2018,7.4,84.0,82.0,certified-fresh,125,PG-13,1,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2017,Lady Bird,2018,7.4,99.0,79.0,certified-fresh,94,R,0,0,1,0,1,1,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Call Me by Your Name,2018,7.8,96.0,87.0,certified-fresh,132,R,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,Get Out,2018,7.7,98.0,86.0,certified-fresh,104,R,0,0,1,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
2018,The Favourite,2019,7.5,93.0,69.0,certified-fresh,119,R,1,0,0,0,1,0,0,10,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Bohemian Rhapsody,2019,7.9,60.0,85.0,fresh,134,PG-13,0,0,1,0,1,1,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,A Star Is Born,2019,7.6,90.0,79.0,certified-fresh,136,R,1,0,1,0,1,0,0,7,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2018,Roma,2019,7.7,96.0,72.0,certified-fresh,135,R,1,1,0,0,0,0,0,10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,BlacKkKlansman,2019,7.5,96.0,83.0,certified-fresh,135,R,1,0,1,0,1,0,0,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Black Panther,2019,7.3,96.0,79.0,certified-fresh,134,PG-13,0,0,1,1,1,0,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2018,Green Book,2019,8.2,77.0,91.0,certified-fresh,130,PG-13,1,0,0,0,1,1,1,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,Vice,2019,7.2,65.0,60.0,fresh,132,R,0,0,0,0,1,0,0,8,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Once upon a Time...in Hollywood,2020,7.6,85.0,70.0,certified-fresh,161,R,1,0,1,0,1,1,0,10,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1917,2020,8.2,89.0,88.0,certified-fresh,119,R,1,1,0,0,1,1,0,10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Ford v Ferrari,2020,8.1,92.0,98.0,certified-fresh,152,PG-13,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Little Women,2020,7.8,95.0,92.0,certified-fresh,135,PG,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019,The Irishman,2020,7.8,96.0,86.0,certified-fresh,209,R,1,0,1,0,1,0,0,10,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Jojo Rabbit,2020,7.9,79.0,93.0,certified-fresh,108,PG-13,0,0,1,0,1,0,0,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2019,Joker,2020,8.4,68.0,88.0,fresh,122,R,1,0,0,0,1,0,0,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,Parasite,2020,8.5,99.0,90.0,certified-fresh,132,R,1,0,1,1,1,0,1,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,Marriage Story,2020,7.9,94.0,85.0,certified-fresh,137,R,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
